path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,insert document,save,save,save,save,check,check,check,save,check,save,check,insert document,save,check,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,check,finish editing,save,finish editing;no data;000days 20h 55m 21s;004days 23h 50m 30s;001days 12h 26m 14s;000days 00h 00m 12s;001days 00h 45m 47s;;;;;;;;
initialize,begin editing,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;022days 16h 00m 47s;017days 09h 53m 17s;000days 00h 00m 13s;038days 08h 04m 37s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,save,save,check,save,finish editing,save,finish editing,save,check,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;023days 07h 04m 56s;042days 06h 27m 10s;000days 00h 00m 24s;004days 05h 06m 09s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;038days 08h 39m 06s;013days 19h 28m 16s;000days 00h 00m 11s;000days 00h 00m 15s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;017days 09h 37m 09s;053days 18h 21m 01s;000days 01h 11m 21s;000days 00h 00m 07s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,save,finish editing;no data;000days 00h 00m 00s;000days 00h 00m 18s;;000days 00h 00m 01s;002days 02h 33m 05s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;022days 12h 06m 21s;035days 12h 18m 31s;000days 04h 32m 43s;000days 00h 00m 41s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,finish editing,insert document,save,finish editing,save,finish editing,finish editing,save,check,finish editing,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 01s;062days 14h 13m 54s;014days 19h 41m 46s;014days 03h 20m 14s;000days 00h 00m 30s;;;;;;;;
initialize,begin editing,save,save,save,save,check,finish editing;no data;014days 06h 10m 40s;002days 17h 51m 24s;;000days 00h 00m 11s;083days 01h 45m 34s;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,check,finish editing,save,save,save,check,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;041days 21h 24m 31s;093days 00h 38m 56s;000days 00h 00m 51s;007days 09h 26m 22s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;066days 09h 15m 03s;036days 00h 03m 15s;000days 00h 00m 12s;000days 00h 00m 28s;000days 00h 38m 41s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;077days 23h 17m 39s;;022days 18h 26m 55s;;000days 01h 01m 50s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,check,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;003days 23h 23m 50s;024days 05h 37m 11s;034days 15h 18m 12s;000days 00h 00m 06s;;;;;;;;
initialize,begin editing,save,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;013days 04h 27m 56s;000days 02h 50m 37s;003days 08h 10m 36s;010days 11h 38m 46s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,check,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;073days 04h 48m 48s;002days 17h 02m 44s;010days 12h 19m 27s;000days 00h 00m 26s;;;;;;;;
initialize,begin editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;113days 01h 59m 32s;031days 23h 59m 09s;000days 00h 00m 03s;;027days 23h 52m 21s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,save,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;021days 07h 45m 32s;005days 22h 01m 51s;000days 00h 01m 19s;000days 00h 00m 27s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;061days 18h 51m 47s;087days 06h 26m 34s;000days 00h 00m 10s;000days 00h 03m 53s;001days 08h 43m 01s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,insert document,save,save,check,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 01s;010days 23h 14m 34s;000days 00h 01m 19s;017days 18h 31m 24s;053days 00h 01m 33s;;;;;;;;
initialize,begin editing,insert document,save,check,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,save,save,check,finish editing;no data;000days 00h 00m 01s;008days 18h 31m 38s;010days 22h 58m 59s;000days 00h 00m 08s;024days 09h 38m 57s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 02s;000days 00h 00m 02s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,save,finish editing,finish editing,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;029days 21h 28m 20s;023days 00h 44m 29s;001days 01h 33m 04s;005days 00h 33m 25s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,save,check,finish editing,save,check,finish editing,save,finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;020days 10h 41m 54s;036days 03h 46m 11s;000days 04h 05m 57s;023days 06h 17m 39s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;079days 02h 19m 26s;;000days 00h 00m 01s;000days 00h 00m 08s;001days 08h 42m 52s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 01s;051days 22h 24m 57s;;000days 00h 00m 02s;030days 16h 16m 13s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;063days 06h 14m 27s;391days 02h 27m 20s;000days 00h 00m 03s;000days 00h 00m 10s;000days 00h 32m 59s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,save,check,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;130days 00h 59m 10s;006days 00h 19m 28s;000days 00h 06m 31s;000days 00h 02m 20s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;084days 18h 42m 24s;006days 00h 39m 13s;000days 00h 00m 13s;;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;013days 15h 52m 00s;032days 02h 01m 38s;000days 00h 00m 04s;031days 06h 41m 54s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;059days 18h 49m 40s;026days 06h 25m 18s;003days 04h 12m 23s;000days 00h 00m 10s;;;;;;;;
initialize,begin editing,save,insert document,save,check,save,finish editing;no data;003days 07h 26m 35s;000days 07h 20m 42s;000days 00h 00m 08s;000days 00h 00m 14s;049days 20h 13m 04s;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,save,finish editing;no data;000days 00h 00m 00s;000days 00h 01m 13s;094days 20h 11m 38s;000days 00h 00m 19s;021days 02h 23m 13s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 01s;053days 17h 56m 12s;085days 07h 10m 08s;044days 00h 08m 49s;000days 00h 00m 17s;010days 04h 00m 00s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,check,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;053days 14h 08m 50s;002days 04h 14m 54s;017days 21h 48m 46s;000days 00h 01m 09s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,save,check,save,check,finish editing;no data;000days 00h 00m 00s;016days 18h 53m 05s;033days 03h 16m 15s;000days 00h 00m 17s;000days 00h 00m 15s;;;;;;;;
