path;fail rate in %;bot share in %
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,insert document,save,check,finish editing,save,check,finish editing;0.0;63.64
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;51.85
initialize,begin editing,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing;0.0;13.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,save,save,finish editing,save,finish editing,save,finish editing;0.0;53.85
initialize,begin editing,save,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;0.0;61.54
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,check,finish editing,save,check,finish editing,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;0.0;35.9
initialize,begin editing,insert document,save,save,check,check,save,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;50.0
initialize,begin editing,finish editing,save,finish editing;0.0;40.0
initialize,begin editing,save,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;11.11
initialize,begin editing,save,insert document,save,save,check,check,check,finish editing;0.0;0.0
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;9.52
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;16.67
initialize,begin editing,insert document,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;88.64
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing;0.0;69.23
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,save,save,check,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;34.62
initialize,begin editing,save,insert document,save,check,save,finish editing,save,finish editing;0.0;20.0
initialize,begin editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,finish editing;0.0;18.18
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing;0.0;51.85
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;0.0;15.38
initialize,begin editing,insert document,save,check,save,check,finish editing,save,check,finish editing,save,finish editing;0.0;15.38
initialize,begin editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing;0.0;60.0
initialize,begin editing,save,insert document,save,finish editing,save,check,finish editing;0.0;11.11
initialize,begin editing,insert document,save,check,finish editing,finish editing,finish editing,save,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;0.0;8.7
initialize,begin editing,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing;0.0;50.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing;0.0;93.33
