path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,insert document,save,begin editing,save,save,finish editing,insert document,save,finish editing;no data;014days 03h 55m 42s;000days 17h 29m 37s;022days 00h 19m 37s;000days 00h 04m 19s;;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,save,save,check,finish editing,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,check,finish editing,finish editing,save,save,finish editing,save,finish editing;no data;no data;072days 07h 53m 04s;no data;002days 11h 34m 51s;000days 00h 04m 51s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,save,save,finish editing,finish editing;no data;no data;033days 06h 22m 18s;no data;000days 00h 03m 48s;;001days 22h 15m 35s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,save,check,check,finish editing;no data;no data;015days 13h 31m 26s;no data;no data;021days 06h 18m 34s;;;;;;;;
initialize,begin editing,insert document,save,check,check,save,check,finish editing,save,finish editing;no data;no data;070days 08h 50m 21s;no data;000days 00h 00m 00s;016days 04h 12m 36s;;;;;;;;
initialize,begin editing,check,finish editing,save,finish editing,check,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;034days 02h 21m 20s;no data;000days 00h 00m 05s;019days 02h 42m 00s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;146days 23h 19m 17s;015days 10h 40m 52s;000days 00h 00m 38s;000days 00h 05m 00s;000days 00h 22m 04s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;204days 22h 47m 18s;no data;003days 23h 31m 20s;no data;;;;;;;;
initialize,begin editing,check,insert document,save,finish editing,insert document,save,finish editing;no data;no data;000days 00h 34m 12s;425days 15h 35m 18s;000days 00h 00m 01s;no data;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,check,check,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;019days 17h 01m 16s;no data;000days 00h 00m 00s;003days 21h 05m 07s;;;;;;;;
initialize,begin editing,save,save,insert document,save,check,save,check,finish editing;no data;no data;014days 11h 37m 56s;no data;no data;000days 00h 39m 17s;;;;;;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing;no data;no data;091days 17h 40m 20s;no data;029days 12h 45m 10s;no data;;;;;;;;
initialize,begin editing,insert document,save,check,check,save,finish editing,save,check,finish editing;no data;no data;001days 02h 31m 49s;no data;001days 09h 46m 19s;060days 14h 29m 53s;;;;;;;;
initialize,begin editing,save,check,check,insert document,save,finish editing,save,finish editing,save,finish editing;no data;no data;010days 17h 56m 33s;no data;001days 14h 36m 26s;017days 21h 38m 31s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;091days 17h 33m 49s;no data;000days 00h 00m 02s;001days 01h 59m 45s;;;;;;;;
initialize,insert document,save,begin editing,save,finish editing,insert document,save,finish editing,save,finish editing;no data;no data;022days 11h 24m 48s;000days 00h 21m 04s;000days 00h 01m 01s;;;;;;;;;
initialize,insert document,save,begin editing,save,save,check,save,check,finish editing,insert document,save,finish editing,save,finish editing;no data;no data;055days 21h 05m 32s;050days 04h 58m 39s;000days 00h 00m 19s;000days 00h 00m 02s;;;;;;;;
initialize,begin editing,check,check,check,check,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;no data;071days 19h 20m 47s;no data;000days 00h 33m 47s;025days 10h 54m 48s;;;;;;;;
initialize,begin editing,save,insert document,save,save,check,finish editing,check,finish editing,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;119days 13h 51m 18s;no data;000days 00h 00m 05s;004days 04h 05m 25s;;;;;;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,finish editing;no data;no data;205days 16h 07m 23s;no data;088days 11h 02m 20s;000days 19h 54m 55s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,finish editing;no data;no data;061days 01h 18m 59s;no data;000days 00h 00m 55s;no data;000days 01h 22m 51s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,save,save,check,save,save,save,check,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing;no data;no data;111days 00h 10m 29s;no data;000days 00h 00m 02s;000days 00h 09m 32s;000days 01h 31m 50s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;282days 19h 36m 51s;no data;000days 00h 00m 23s;no data;000days 01h 02m 23s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,check,finish editing,save,finish editing,save,check,finish editing;no data;no data;132days 04h 14m 37s;no data;000days 00h 00m 01s;028days 03h 02m 51s;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,save,save,check,finish editing,save,check,finish editing,save,check,save,check,finish editing,save,check,save,check,save,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing;no data;no data;111days 13h 04m 44s;no data;007days 02h 09m 02s;000days 00h 02m 00s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;039days 19h 23m 01s;019days 19h 45m 10s;000days 00h 00m 08s;000days 00h 06m 39s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,finish editing,finish editing;no data;no data;016days 00h 54m 05s;no data;062days 19h 39m 46s;;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;121days 07h 12m 24s;016days 01h 37m 17s;000days 00h 00m 22s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;098days 09h 28m 58s;180days 08h 45m 55s;000days 00h 00m 14s;;001days 06h 46m 31s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,check,finish editing,insert document,save,check,finish editing;no data;no data;no data;no data;000days 00h 00m 44s;080days 07h 43m 03s;000days 00h 27m 21s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,check,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;029days 10h 03m 03s;no data;009days 18h 46m 06s;000days 00h 00m 14s;;;;;;;;
initialize,begin editing,save,save,insert document,save,save,save,save,save,save,save,check,check,insert document,save,check,save,save,check,remove document,save,check,finish editing;no data;no data;012days 16h 30m 19s;000days 00h 06m 08s;no data;000days 00h 00m 16s;;;;;;;no data;
initialize,begin editing,save,insert document,save,check,save,check,finish editing,save,check,finish editing,save,finish editing;no data;no data;227days 13h 32m 13s;no data;000days 00h 00m 14s;011days 00h 11m 31s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,check,check,check,save,check,save,check,insert document,save,check,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,check,finish editing,save,finish editing;no data;no data;017days 19h 04m 57s;002days 00h 45m 03s;000days 00h 00m 00s;002days 17h 28m 01s;;;;;;;;
initialize,begin editing,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;044days 03h 40m 20s;014days 03h 55m 57s;000days 00h 00m 24s;052days 13h 07m 20s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
